PI DATA ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date / Time;Throughput L1;Throughput L2;Ley de cabeza CuT L1;Ley de cabeza CuT L2;Ley de Conc. Ro Cu;Relave Ro Cu L1;Relave Ro Cu L2;Sólidos O/F Ciclones L1;Sólidos O/F Ciclones L2;P80 (PSI) L1;P80 (PSI) L2;Rougher L1|pH 1ra celda;Rougher L1|pH 6ta celda;Rougher L2|pH 1ra celda;Rougher L2|pH 6ta celda;Rougher L1|ORP 1ra celda;Rougher L1|ORP 6ta celda;Rougher L2|ORP 1ra celda;Rougher L2|ORP 6ta celda;Flujo de agua alimentación Ro L1;Flujo de agua alimentación Ro L2;Nivel de espuma por celda 1;Nivel de espuma por celda 2;Nivel de espuma por celda 3;Nivel de espuma por celda 4;Nivel de espuma por celda 5;Nivel de espuma por celda 6;Nivel de espuma por celda 7;Nivel de espuma por celda 8;Nivel de espuma por celda 9;Nivel de espuma por celda 10;Nivel de espuma por celda 11;Nivel de espuma por celda 12;Nivel de espuma por celda 13;Nivel de espuma por celda 14;Flujo de aire por celda 1;Flujo de aire por celda 2;Flujo de aire por celda 3;Flujo de aire por celda 4;Flujo de aire por celda 5;Flujo de aire por celda 6;Flujo de aire por celda 7;Flujo de aire por celda 8;Flujo de aire por celda 9;Flujo de aire por celda 10;Flujo de aire por celda 11;Flujo de aire por celda 12;Flujo de aire por celda 13;Flujo de aire por celda 14;Colector L01;Colector L02;;;;;;;;;;;;;;;;;;;;
;tmh/hr;tmh/hr;%;%;%;%;%;%;%;um;um;-;-;-;-;mV;mV;mV;mV;m3/hr;m3/hr;%;%;%;%;%;%;%;%;%;%;%;%;%;%;m3/hr;m3/hr;m3/hr;m3/hr;m3/hr;m3/hr;m3/hr;m3/hr;m3/hr;m3/hr;m3/hr;m3/hr;m3/hr;m3/hr;g/t;g/t;Rec Ro;;Densidad;Caudal;Volumen;Tiempo;;;;;;;;;;;;;;
7:30:00;2064,256;2012,910;0,474;0,356;4,045;0,104;0,044;39,059;41,059;135,504;132,292;8,959;8,801;9,317;9,152;6,497;19,043;88,313;60,981;922,396;1045,256;30,532;29,696;29,591;30,388;30,996;32,935;36,618;35,857;29,940;35,355;30,570;33,965;35,260;27,657;699,785;622,573;779,588;816,667;898,717;1000,259;753,609;899,634;601,488;692,916;800,924;594,845;848,401;790,544;34,915;29,973;83,7;;;;;;;;;;;;;;;;;;;
7:31:00;2034,246;2029,258;0,474;0,356;4,045;0,118;0,044;39,059;41,059;135,504;132,292;8,957;8,801;9,322;9,152;8,405;19,531;87,240;58,377;923,093;1042,235;30,472;30,325;30,501;29,586;27,857;31,563;34,468;36,547;30,098;35,502;30,069;33,917;34,757;28,317;701,174;625,144;855,877;824,708;899,703;1001,501;751,516;883,695;600,505;698,996;795,048;605,229;848,568;801,249;35,086;29,706;82,1;;;;;;;;;;;;;;;;;;;
7:32:00;2058,786;2007,971;0,474;0,356;4,045;0,118;0,044;39,059;41,059;135,504;132,292;8,957;8,801;9,325;9,152;4,143;18,989;87,210;61,903;927,755;1050,499;29,701;30,993;30,232;30,195;33,680;29,352;34,862;36,432;30,527;35,873;29,560;34,456;36,594;30,945;701,867;623,135;776,935;825,248;900,828;1001,726;752,170;894,881;598,438;700,320;796,964;596,423;849,231;823,279;34,892;29,936;82,1;;;;;;;;;;;;;;;;;;;
7:33:00;2044,651;2048,449;0,474;0,356;4,045;0,118;0,046;39,059;41,059;135,504;128,348;8,952;8,801;9,332;9,152;10,243;20,562;87,773;61,361;921,750;1047,277;28,911;29,254;29,253;29,136;29,087;32,488;35,187;36,184;30,175;36,463;30,525;35,491;33,919;35,623;699,546;623,073;822,654;822,374;897,992;993,099;753,022;876,993;598,438;701,794;800,154;592,118;850,363;781,300;34,890;29,550;81,8;;;;;;;;;;;;;;;;;;;
7:34:00;2028,576;2034,298;0,474;0,356;4,045;0,118;0,046;39,059;41,059;135,504;128,348;8,949;8,811;9,325;9,152;11,066;16,981;88,225;61,469;923,188;1046,010;28,809;29,885;28,785;28,960;29,688;26,067;33,937;33,988;30,022;34,753;30,272;36,224;35,477;30,441;703,194;626,087;777,721;823,943;897,543;1006,040;755,527;901,256;598,406;700,290;800,822;598,172;851,501;798,440;34,884;29,566;81,8;;;;;;;;;;;;;;;;;;;
7:35:00;2057,759;2043,425;0,474;0,356;4,045;0,118;0,046;39,059;41,059;135,504;128,348;8,938;8,801;9,322;9,152;6,446;18,500;87,240;63,422;926,035;1037,100;29,683;29,779;30,367;31,059;30,623;26,743;35,736;32,533;29,798;33,991;29,140;35,256;35,542;30,407;695,945;621,566;825,413;821,099;897,423;1001,917;752,437;914,997;596,519;696,340;797,456;606,447;849,146;791,672;35,002;29,612;81,8;;;;;;;;;;;;;;;;;;;
7:36:00;2014,035;2049,256;0,474;0,356;4,045;0,118;0,046;39,059;41,059;139,582;128,348;8,938;8,799;9,320;9,152;4,012;18,989;87,447;60,927;929,565;1044,465;28,979;29,404;28,641;29,398;30,631;33,039;35,451;31,870;29,054;33,464;29,464;34,335;34,139;26,276;700,735;623,263;838,061;825,979;900,028;996,686;750,139;896,554;595,703;696,171;793,973;595,710;846,734;820,678;35,108;29,507;81,8;;;;;;;;;;;;;;;;;;;
7:37:00;2015,998;2043,726;0,474;0,356;4,045;0,118;0,046;39,059;41,059;139,582;128,348;8,940;8,799;9,317;9,152;5,707;17,036;87,144;61,469;929,396;1052,717;29,374;30,416;31,029;29,763;29,272;25,959;32,567;32,043;29,734;34,075;28,266;33,315;32,980;30,466;706,657;622,610;832,470;819,661;898,581;997,111;749,821;909,687;596,131;710,961;799,555;602,809;850,443;795,606;35,287;29,635;81,8;;;;;;;;;;;;;;;;;;;
7:38:00;2027,694;2047,050;0,474;0,356;4,045;0,118;0,046;39,059;41,059;139,582;128,348;8,942;8,799;9,314;9,152;10,489;18,935;90,531;60,927;933,909;1042,446;29,396;29,951;29,674;31,456;33,072;32,496;35,123;32,179;30,397;34,992;29,370;34,048;35,049;30,001;699,759;625,114;799,391;825,172;902,238;1003,461;748,937;916,496;597,636;710,500;795,563;599,355;849,607;804,722;34,945;29,542;81,8;;;;;;;;;;;;;;;;;;;
7:39:00;2047,548;2063,774;0,474;0,356;4,045;0,118;0,046;39,059;41,059;139,582;128,348;8,944;8,799;9,308;9,152;4,399;15,951;89,910;61,361;936,985;1043,687;28,820;28,882;28,529;28,828;32,806;33,999;35,306;33,875;30,521;35,884;30,777;35,066;34,280;29,356;702,383;616,016;791,005;820,516;897,684;1003,210;741,870;894,687;597,525;700,498;793,999;593,435;851,172;800,306;34,901;29,609;81,8;;;;;;;;;;;;;;;;;;;
7:40:00;2063,593;2047,093;0,474;0,356;4,045;0,118;0,046;39,059;41,059;139,582;129,158;8,941;8,799;9,302;9,162;6,999;17,036;86,732;63,965;924,376;1044,677;29,729;30,003;29,717;30,665;28,832;26,870;33,726;34,052;29,992;34,099;29,928;36,314;35,259;28,158;702,075;621,063;794,629;820,279;908,742;995,062;742,376;896,215;595,571;696,067;795,292;601,660;850,837;808,265;34,916;29,848;81,8;;;;;;;;;;;;;;;;;;;
7:41:00;2052,320;2054,186;0,474;0,356;4,045;0,118;0,046;40,309;41,059;139,582;129,158;8,939;8,799;9,302;9,162;11,576;19,531;87,184;57,834;928,036;1055,023;29,766;29,520;28,939;29,719;32,183;33,906;36,453;33,762;29,834;34,419;29,752;35,716;33,961;30,609;700,143;623,652;792,496;820,162;900,000;1008,183;743,349;868,436;595,120;692,751;791,854;603,109;855,415;804,281;35,050;29,766;81,8;;;;;;;;;;;;;;;;;;;
7:42:00;2040,000;2022,829;0,474;0,356;4,045;0,118;0,046;40,309;41,059;128,381;129,158;8,944;8,799;9,306;9,162;4,395;18,446;83,637;60,927;921,224;1046,284;31,134;30,576;30,746;30,102;28,822;32,950;34,205;33,755;30,359;34,332;30,121;33,750;35,293;30,619;702,503;621,968;789,615;820,119;891,568;1000,260;741,698;878,119;595,077;692,558;800,444;593,119;849,390;765,840;35,128;30,207;81,8;;;;;;;;;;;;;;;;;;;
7:43:00;2037,105;2038,714;0,474;0,376;4,045;0,118;0,046;40,309;40,809;128,381;129,158;8,951;8,799;9,303;9,164;4,510;18,121;87,337;50,401;918,136;1045,110;30,126;29,395;30,299;29,437;29,838;29,476;35,577;33,928;29,742;35,155;30,469;33,206;33,743;32,063;696,976;622,425;794,002;817,826;897,179;996,214;742,850;904,305;595,289;697,868;810,599;600,780;844,278;828,967;35,060;29,921;82,3;;;;;;;;;;;;;;;;;;;
7:44:00;2051,654;2045,034;0,474;0,376;4,045;0,118;0,046;40,309;40,809;128,381;129,158;8,958;8,799;9,298;9,164;4,499;13,889;87,899;58,268;928,387;1046,742;29,862;30,193;29,061;30,979;28,187;30,276;35,858;34,133;30,493;35,700;29,590;35,556;35,102;26,935;695,401;616,627;850,818;815,234;890,647;997,256;752,555;891,267;595,501;694,381;806,135;592,501;845,843;792,761;34,906;29,919;82,3;;;;;;;;;;;;;;;;;;;
7:45:00;2066,006;2040,843;0,474;0,376;4,045;0,118;0,046;40,309;40,809;128,381;129,158;8,959;8,799;9,293;9,164;5,986;17,415;89,237;59,299;932,840;1045,094;29,262;29,629;30,157;30,202;30,661;30,368;34,985;34,377;30,331;36,027;31,228;36,049;35,364;32,009;703,032;619,716;815,346;818,585;902,995;994,575;746,137;898,725;595,713;704,867;813,431;604,277;851,040;790,940;34,721;29,805;82,3;;;;;;;;;;;;;;;;;;;
7:46:00;2054,691;2006,246;0,474;0,376;4,045;0,118;0,046;40,309;40,809;128,381;129,158;8,954;8,788;9,290;9,162;7,934;19,477;89,407;61,361;930,733;1046,676;29,763;29,750;29,198;30,326;30,908;30,131;34,509;32,485;29,751;35,206;30,999;34,192;34,869;30,006;704,202;597,863;774,681;820,129;904,694;998,610;749,241;886,791;595,224;707,015;814,114;600,033;850,622;809,897;35,154;30,344;82,3;;;;;;;;;;;;;;;;;;;
7:47:00;2031,189;2013,706;0,474;0,376;4,045;0,118;0,046;40,309;40,809;128,381;128,434;8,953;8,789;9,287;9,166;7,496;20,942;87,202;60,927;925,343;1041,876;30,661;29,804;29,740;29,009;29,788;27,095;33,678;32,283;29,344;33,326;29,893;34,906;33,904;29,930;701,286;669,743;811,965;816,386;892,527;1000,263;750,952;890,102;593,820;704,158;794,084;602,289;852,986;808,908;30,722;30,120;82,3;;;;;;;;;;;;;;;;;;;
7:48:00;2037,012;2039,177;0,474;0,376;4,045;0,118;0,046;40,309;40,809;128,381;128,434;8,949;8,788;9,283;9,166;7,009;16,005;87,737;65,918;933,669;1037,969;30,868;29,714;30,010;30,597;31,620;30,668;35,408;33,535;29,907;34,270;29,637;33,413;34,703;29,511;820,569;773,435;772,685;819,206;907,139;1004,126;749,513;901,103;592,349;700,259;791,873;593,868;853,776;776,312;31,189;29,895;82,3;;;;;;;;;;;;;;;;;;;
7:49:00;2039,551;2038,620;0,474;0,376;4,045;0,118;0,046;40,309;40,809;129,317;128,434;8,956;8,792;9,288;9,166;6,469;19,477;87,184;60,384;933,094;1048,924;28,894;28,499;29,402;30,509;30,191;31,343;35,731;32,373;30,587;34,954;30,276;35,840;37,985;32,088;813,554;723,554;825,186;839,934;934,107;1038,042;747,969;914,999;591,610;694,358;783,366;596,533;844,802;815,520;30,571;29,875;82,3;;;;;;;;;;;;;;;;;;;
7:50:00;2075,706;2053,916;0,474;0,376;4,045;0,118;0,046;40,309;40,809;129,317;128,434;8,947;8,792;9,290;9,166;15,432;18,989;87,183;61,306;935,771;1062,359;30,082;31,041;30,984;28,858;25,866;24,469;34,203;34,286;29,904;35,545;31,042;35,631;34,408;28,353;805,864;683,901;855,198;872,432;945,052;1038,896;746,288;900,373;591,756;711,222;786,812;608,795;841,107;777,537;30,278;29,704;82,3;;;;;;;;;;;;;;;;;;;
7:51:00;2065,468;2050,156;0,474;0,376;4,045;0,118;0,046;40,309;40,809;129,317;128,434;8,951;8,783;9,286;9,166;6,282;18,935;88,162;60,818;924,569;1038,387;31,117;29,703;29,747;30,298;29,366;25,914;34,063;34,060;29,981;34,831;30,076;36,230;35,484;28,094;792,504;755,638;908,220;870,443;952,919;1053,681;746,547;895,703;592,763;698,003;793,154;598,539;847,528;812,006;30,399;29,868;82,3;;;;;;;;;;;;;;;;;;;
7:52:00;2051,273;2037,099;0,474;0,376;4,045;0,118;0,046;40,309;40,809;129,317;128,434;8,941;8,784;9,287;9,166;14,056;18,935;87,133;60,818;929,747;1039,799;31,236;30,954;30,988;30,087;34,030;35,810;36,652;33,477;30,002;34,223;30,009;33,707;33,705;31,554;799,723;755,141;894,065;862,313;960,434;1057,309;760,416;879,824;591,797;697,978;795,565;600,117;851,755;787,469;30,331;30,011;82,3;;;;;;;;;;;;;;;;;;;
7:53:00;2053,695;2020,234;0,474;0,376;3,868;0,118;0,046;40,309;40,809;129,317;128,434;8,940;8,781;9,287;9,166;16,043;20,942;87,608;61,361;928,044;1044,603;31,146;29,379;31,401;32,183;32,507;35,494;35,752;34,754;30,455;34,005;29,742;33,096;37,097;29,094;794,751;894,679;872,746;841,070;947,331;1036,719;756,914;891,467;590,798;695,748;840,186;596,478;862,431;798,782;30,204;29,977;82,4;;;;;;;;;;;;;;;;;;;
7:54:00;2069,549;2033,250;0,474;0,376;3,868;0,118;0,046;40,309;40,809;129,317;127,191;8,945;8,786;9,301;9,166;11,899;16,873;87,234;59,299;930,723;1045,257;31,100;28,741;29,192;30,876;30,465;30,900;35,786;32,240;30,113;35,809;29,823;34,979;34,168;31,478;802,473;918,315;918,619;849,872;957,806;1048,312;753,603;896,024;588,926;694,454;820,985;604,400;851,987;814,723;30,200;30,121;82,4;;;;;;;;;;;;;;;;;;;
7:55:00;2069,768;2036,121;0,474;0,376;3,868;0,118;0,046;40,309;40,809;129,317;127,191;9,003;8,786;9,358;9,166;6,913;22,461;85,117;61,306;919,199;1048,939;30,742;29,029;29,755;29,164;31,785;32,142;35,453;31,901;29,288;34,290;27,015;33,177;33,165;31,033;798,227;925,117;889,650;840,339;950,699;1068,369;752,369;882,464;612,286;700,525;805,300;597,176;847,441;788,064;30,012;29,945;82,4;;;;;;;;;;;;;;;;;;;
7:56:00;2039,713;2059,044;0,462;0,376;3,868;0,118;0,046;40,559;40,809;142,703;127,191;9,076;8,783;9,437;9,166;14,588;16,873;87,131;61,306;913,729;1056,451;32,289;30,670;30,089;29,681;30,378;32,400;34,897;31,619;29,231;34,393;30,796;34,879;36,595;31,725;794,295;917,326;883,163;843,750;950,451;1040,587;752,850;964,606;614,193;703,099;800,529;590,789;851,154;798,538;30,167;29,832;82,1;;;;;;;;;;;;;;;;;;;
7:57:00;2054,639;2056,057;0,462;0,376;3,868;0,118;0,046;40,559;40,809;142,703;127,191;9,182;8,788;9,474;9,166;9,692;18,935;86,684;61,849;932,213;1052,858;31,108;27,865;28,686;28,914;31,930;33,238;35,163;32,385;29,371;34,602;29,722;34,766;35,885;31,536;796,028;929,402;901,217;845,724;935,636;1050,650;752,869;833,849;615,906;701,329;809,429;595,342;852,456;805,285;30,021;29,806;82,1;;;;;;;;;;;;;;;;;;;
7:58:00;2028,688;2065,108;0,462;0,381;3,868;0,118;0,046;40,559;41,059;142,703;127,191;9,288;8,789;9,536;9,166;9,018;19,965;87,128;61,795;929,480;1047,751;31,953;29,955;30,265;31,072;29,666;28,449;34,912;33,854;28,393;33,718;30,280;34,857;33,068;28,029;796,428;927,147;919,132;848,719;947,080;1048,467;752,361;905,217;615,649;701,060;805,903;604,456;853,461;798,295;30,153;29,632;82,2;;;;;;;;;;;;;;;;;;;
7:59:00;2053,720;2057,179;0,462;0,381;3,868;0,118;0,046;40,559;41,059;142,703;127,191;9,372;8,789;9,565;9,160;10,832;19,477;84,093;61,306;920,713;1053,144;30,953;29,718;30,441;32,150;33,136;31,261;34,571;34,702;30,513;35,851;28,906;34,179;33,758;27,896;799,065;923,126;860,239;841,635;946,367;1069,066;751,425;948,366;614,778;701,747;806,708;600,797;842,457;800,319;29,895;29,837;82,2;;;;;;;;;;;;;;;;;;;
8:00:00;2049,296;2077,983;0,462;0,381;3,868;0,118;0,046;40,559;41,059;142,703;127,191;9,442;8,792;9,603;9,160;11,027;19,477;84,093;61,795;926,881;1040,802;31,061;29,762;30,875;29,344;27,165;30,058;34,973;34,654;30,512;35,967;29,323;35,797;33,931;29,188;797,484;932,157;901,438;849,089;968,877;1043,853;750,276;992,402;611,179;700,800;801,471;598,977;844,010;808,953;29,786;29,563;82,2;;;;;;;;;;;;;;;;;;;
8:01:00;2063,441;2041,176;0,462;0,381;3,868;0,105;0,046;40,559;41,059;142,703;131,481;9,500;8,792;9,630;9,160;10,868;19,477;84,046;61,306;928,490;1049,787;31,065;30,348;30,013;31,858;31,629;28,553;35,032;35,674;30,496;35,748;29,704;33,609;34,581;32,783;793,245;917,052;883,880;848,458;951,316;1047,571;748,726;909,275;610,733;692,413;798,843;600,875;848,047;824,055;29,691;30,151;83,6;;;;;;;;;;;;;;;;;;;
8:02:00;1998,479;2019,375;0,462;0,381;3,868;0,105;0,046;40,559;41,059;142,703;131,481;9,551;8,801;9,648;9,160;8,099;19,477;76,446;64,345;931,009;1038,657;30,194;30,818;29,373;30,504;31,335;33,498;36,147;36,117;30,599;34,369;30,162;34,426;32,384;27,713;791,643;908,351;884,656;843,490;942,384;1053,612;746,961;896,041;610,286;702,129;797,030;605,427;851,435;789,152;30,361;30,503;83,6;;;;;;;;;;;;;;;;;;;
8:03:00;2017,037;2008,989;0,462;0,381;3,868;0,105;0,044;40,559;41,059;142,358;131,481;9,616;8,799;9,672;9,164;7,751;19,423;79,980;64,833;925,582;1045,460;28,258;30,150;29,974;31,245;30,396;32,742;36,077;32,835;29,483;33,953;30,509;35,194;35,473;30,184;757,428;705,364;877,301;854,243;954,378;1058,984;749,179;893,995;607,689;695,231;803,646;599,314;860,807;749,614;30,129;30,547;83,9;;;;;;;;;;;;;;;;;;;
8:04:00;2006,006;2015,507;0,462;0,381;3,868;0,105;0,044;40,559;41,059;142,358;131,481;9,663;8,813;9,700;9,174;5,926;22,461;80,512;60,113;923,540;1041,206;28,569;30,166;29,763;30,312;27,377;30,761;35,464;34,393;30,260;33,873;29,867;34,318;37,648;30,957;752,764;708,261;793,232;856,685;951,168;1050,093;750,828;908,200;589,966;696,777;802,473;599,851;847,742;789,808;30,139;30,270;83,9;;;;;;;;;;;;;;;;;;;
8:05:00;1994,854;1991,927;0,462;0,381;3,868;0,105;0,044;40,559;41,059;142,358;131,481;9,700;8,824;9,721;9,174;4,377;21,973;80,493;60,764;922,411;1050,433;29,372;30,097;29,766;29,522;28,035;28,634;33,598;34,260;30,323;35,514;29,237;38,022;37,642;27,976;746,982;702,127;852,669;843,490;944,377;1043,361;749,634;891,747;590,496;700,306;800,276;599,785;849,705;795,598;30,331;30,765;83,9;;;;;;;;;;;;;;;;;;;
8:06:00;2006,953;1986,499;0,462;0,381;3,868;0,105;0,044;40,559;41,059;142,358;131,481;9,738;8,845;9,734;9,196;2,701;19,423;80,561;61,306;918,578;1038,949;28,164;29,445;29,686;29,090;30,685;27,923;34,784;33,768;31,086;36,304;30,634;36,772;34,001;29,366;748,842;699,627;849,891;854,818;946,186;1069,990;749,197;897,217;595,719;703,515;795,792;599,889;848,891;812,493;29,877;30,774;83,9;;;;;;;;;;;;;;;;;;;
8:07:00;1995,471;1987,946;0,462;0,381;3,868;0,105;0,044;40,559;41,059;142,358;131,481;9,763;8,865;9,745;9,196;4,078;16,439;80,542;60,764;927,566;1053,242;29,307;31,268;29,288;29,466;25,303;23,645;33,491;33,514;30,054;35,655;30,156;34,057;35,820;30,635;750,178;700,103;860,542;853,394;954,062;1037,386;749,197;863,236;594,095;699,900;790,509;599,631;849,272;783,399;29,879;30,473;83,9;;;;;;;;;;;;;;;;;;;
8:08:00;2005,651;1982,891;0,462;0,381;4,029;0,105;0,044;40,559;41,059;142,358;134,204;9,777;8,900;9,743;9,216;5,411;20,942;78,545;60,764;935,254;1048,310;29,308;31,213;31,304;29,606;32,969;27,713;34,867;32,450;30,088;35,109;29,729;34,667;38,422;24,587;750,729;705,327;857,035;857,800;947,954;1061,608;748,843;909,279;594,142;703,328;790,493;600,351;847,994;807,277;30,022;30,603;83,9;;;;;;;;;;;;;;;;;;;
8:09:00;1969,727;1981,941;0,462;0,381;4,029;0,105;0,044;40,559;41,059;142,358;134,204;9,790;8,934;9,743;9,226;4,377;22,298;79,016;59,842;934,980;1050,271;30,065;30,553;28,175;28,403;27,567;30,261;34,845;32,403;29,607;35,142;30,769;35,925;33,253;30,664;747,373;702,485;890,552;854,522;944,010;1039,396;748,457;888,347;595,633;697,818;788,813;599,267;850,906;819,277;30,388;30,514;83,9;;;;;;;;;;;;;;;;;;;
8:10:00;1998,098;1991,828;0,462;0,381;4,029;0,105;0,044;40,559;41,059;140,174;134,204;9,764;8,959;9,728;9,248;5,256;18,935;77,803;57,780;919,458;1040,800;29,251;31,092;30,423;30,993;32,099;28,394;35,616;32,599;29,794;35,065;28,949;35,253;32,621;28,633;748,464;699,082;879,868;855,100;949,726;1054,602;748,475;883,887;595,595;703,761;802,900;602,146;845,485;805,317;29,936;30,404;83,9;;;;;;;;;;;;;;;;;;;
8:11:00;1993,675;1990,430;0,419;0,381;4,029;0,105;0,044;40,059;41,059;140,174;134,204;9,706;8,996;9,705;9,258;5,384;19,477;81,568;56,749;925,209;1043,895;27,572;29,704;29,982;29,240;30,183;32,291;35,363;32,277;29,930;36,595;29,264;34,466;34,124;25,919;751,385;700,755;826,394;857,486;946,348;1057,998;750,656;885,909;595,104;693,825;797,892;595,540;848,047;799,533;30,044;30,362;82,9;;;;;;;;;;;;;;;;;;;
8:12:00;1991,926;1995,151;0,419;0,381;4,029;0,105;0,044;40,059;41,059;140,174;134,204;9,616;9,040;9,672;9,282;12,500;20,508;83,550;57,237;930,595;1047,835;29,552;29,249;31,469;30,515;28,921;26,650;35,131;32,377;30,422;35,060;31,447;34,454;35,912;33,400;733,931;694,876;833,382;853,255;946,172;1054,177;750,170;895,361;594,508;701,029;802,298;598,444;856,297;783,160;30,042;30,188;82,9;;;;;;;;;;;;;;;;;;;
8:13:00;1995,153;1969,639;0,419;0,369;4,029;0,105;0,044;40,059;40,059;140,174;134,204;9,541;9,087;9,641;9,293;11,011;19,477;84,039;57,237;930,641;1048,885;29,977;30,373;28,767;30,172;30,418;31,084;34,400;32,046;29,565;34,491;30,986;33,612;35,821;30,862;746,745;703,892;849,321;850,944;961,021;1057,721;749,684;893,825;592,974;710,397;791,015;600,915;857,812;834,963;30,120;30,612;82,6;;;;;;;;;;;;;;;;;;;
8:14:00;1987,397;2003,157;0,419;0,369;4,029;0,105;0,044;40,059;40,059;140,174;134,204;9,529;9,128;9,598;9,324;14,271;19,423;85,620;57,726;922,997;1045,469;30,637;29,293;29,968;29,972;31,636;30,243;35,209;32,343;29,621;35,614;29,733;33,214;36,188;31,350;743,239;694,778;857,254;847,569;946,637;1045,054;749,198;886,514;592,907;705,978;793,364;595,690;847,587;823,185;29,953;30,016;82,6;;;;;;;;;;;;;;;;;;;
8:15:00;2003,725;2007,273;0,419;0,369;4,029;0,105;0,044;40,059;40,059;140,174;135,512;9,540;9,152;9,571;9,334;10,294;17,849;84,093;60,710;938,259;1059,300;29,980;31,153;28,808;26,791;29,012;31,634;35,141;30,681;29,507;35,917;30,066;34,264;32,987;30,951;745,298;700,489;898,712;838,971;952,751;1048,293;748,948;881,781;595,993;695,611;797,274;594,730;847,747;779,172;29,785;29,887;82,6;;;;;;;;;;;;;;;;;;;
8:16:00;2015,328;1990,523;0,419;0,369;4,029;0,080;0,044;40,059;40,059;140,174;135,512;9,551;9,195;9,524;9,359;7,167;18,880;87,068;59,679;930,124;1042,399;30,567;30,031;29,704;29,999;29,786;27,731;35,691;30,596;29,750;34,909;30,095;34,429;34,280;31,539;752,604;703,035;813,680;840,625;950,911;1052,118;749,507;895,241;596,094;698,190;794,529;599,579;846,561;810,938;29,758;30,303;85,6;;;;;;;;;;;;;;;;;;;
8:17:00;2012,990;1986,594;0,419;0,369;4,029;0,080;0,044;40,059;40,059;138,356;135,512;9,567;9,230;9,496;9,370;13,997;18,880;83,085;57,672;924,202;1040,340;31,608;30,965;30,762;29,854;29,449;28,859;34,784;31,907;29,788;34,137;27,293;33,245;35,273;27,253;754,337;703,266;816,428;849,370;950,911;1053,776;750,287;912,847;596,774;697,091;794,909;602,413;848,920;794,465;29,983;30,166;85,6;;;;;;;;;;;;;;;;;;;
8:18:00;1998,976;1970,495;0,419;0,369;4,029;0,080;0,048;40,059;40,059;138,356;135,512;9,578;9,251;9,435;9,390;12,973;21,430;87,077;60,221;930,088;1049,054;29,734;30,223;29,548;30,371;29,911;32,764;35,972;32,141;30,330;37,477;30,190;37,440;36,563;32,589;743,121;770,274;872,917;843,406;950,735;1053,776;750,224;907,342;597,081;697,060;792,250;604,808;848,965;814,963;30,166;30,388;85,1;;;;;;;;;;;;;;;;;;;
8:19:00;1990,213;1986,828;0,419;0,369;4,029;0,080;0,048;40,059;40,059;138,356;135,512;9,588;9,291;9,408;9,401;14,431;18,935;83,453;57,726;927,431;1044,545;30,694;28,488;30,227;30,156;26,666;28,341;35,467;32,100;30,122;34,941;30,700;35,437;36,061;30,544;747,322;815,197;880,020;843,438;948,177;1048,761;749,560;911,618;595,904;699,702;795,864;598,966;848,779;791,001;30,076;30,140;85,1;;;;;;;;;;;;;;;;;;;
8:20:00;1987,727;1987,257;0,419;0,369;4,029;0,080;0,048;40,059;40,059;138,356;135,512;9,586;9,313;9,387;9,411;14,536;19,423;87,077;60,710;927,234;1048,682;32,375;31,275;30,308;31,022;28,402;25,568;35,161;32,108;29,636;34,461;29,351;35,945;35,844;31,209;744,444;817,376;868,848;849,748;948,177;1042,943;748,897;909,697;594,727;698,514;805,037;598,981;851,580;827,532;30,088;30,033;85,1;;;;;;;;;;;;;;;;;;;
8:21:00;2012,353;1980,641;0,419;0,369;4,029;0,080;0,048;40,059;40,059;138,356;135,512;9,583;9,329;9,370;9,417;14,534;19,423;87,077;60,710;934,428;1045,915;32,108;31,069;30,527;29,891;31,881;32,978;35,978;31,870;30,224;34,825;30,401;34,848;33,927;30,323;746,083;814,264;835,158;851,058;949,743;1044,476;748,281;904,469;595,217;697,287;810,970;600,249;851,008;798,998;29,810;30,202;85,1;;;;;;;;;;;;;;;;;;;
8:22:00;2016,748;1997,478;0,419;0,369;4,029;0,080;0,048;40,059;40,059;138,356;127,699;9,581;9,341;9,347;9,422;13,518;19,423;87,448;61,198;930,535;1046,772;32,169;29,733;30,028;29,415;30,119;32,395;36,743;33,101;29,652;35,335;29,006;34,269;36,078;28,338;745,462;817,416;822,439;850,474;949,785;1053,687;749,859;912,303;596,039;696,229;811,497;591,206;854,078;819,257;30,092;30,062;85,1;;;;;;;;;;;;;;;;;;;
8:23:00;2006,615;2012,844;0,419;0,369;3,944;0,080;0,048;40,059;40,059;138,356;127,699;9,566;9,368;9,303;9,433;12,408;19,423;87,025;61,198;925,622;1043,288;30,873;30,064;29,848;28,907;31,907;29,517;34,928;32,721;29,946;35,655;32,075;34,645;34,009;29,266;744,107;809,149;861,780;851,664;945,396;1062,406;750,221;888,677;596,119;700,060;802,524;597,295;855,261;802,595;30,016;29,814;85,1;;;;;;;;;;;;;;;;;;;
