Fecha;Nombre Stocks;Tonelaje [Ton];Leyes de Elementos;;;;;pH Natural ;Arcillas;;;;;Sulfuros de Cobre;;;;;Pirita [%]
;;;CuT [%];CuS [%];As [ppm];Mo [ppm];FeT [%];;Pirofilita    [%];Caolinita [%];Illita          [%];Muscovita [%];Suma de Arcillas [%];Bornita   [%];Calcocina [%];Calcopirita [%];Covelina [%];Enargita [%];
28-07-2024;RS1-SURI/SBH; 22.973 ; 0,59 ; 0,054 ; 127 ; 205 ; 3,39 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
28-07-2024;RS2-STOCKCR04/SAL; 1.742 ; 0,90 ; 0,060 ; 31 ; 220 ; 3,15 ; 7,3 ; 0,1 ; 0,2 ; 10,6 ; 12,9 ; 11,0 ; 0,5 ; 0,1 ; 1,7 ; 0,0 ; 0,0 ; 0,9 
28-07-2024;RS3-STOCKCR04/SAL; 6.018 ; 3,18 ; 0,240 ; 688 ; 5 ; 5,61 ; 6,8 ; - ; 0,9 ; 10,0 ; 10,9 ; 10,9 ; 0,1 ; 0,5 ; 0,2 ; 0,0 ; 0,0 ; 16,0 
28-07-2024;US1-4365/SME; 10.965 ; 1,11 ; 0,040 ; 17 ; 236 ; 3,43 ; 6,9 ; 0,7 ; 1,3 ; 10,2 ; 13,3 ; 12,2 ; 0,7 ; 0,2 ; 1,9 ; 0,0 ; 0,0 ; 3,6 
29-07-2024;RS1-STOCKCR04/SAL; 7.213 ; 1,01 ; 0,052 ; 111 ; 215 ; 3,30 ; 7,1 ; 0,4 ; 0,2 ; 11,7 ; 16,0 ; 12,3 ; 0,9 ; 0,2 ; 2,2 ; 0,0 ; 0,0 ; 2,4 
29-07-2024;RS1-SURI/SBH; 52.982 ; 0,54 ; 0,112 ; 105 ; 122 ; 3,75 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
29-07-2024;RS1-TAGUA2/SAL; 1.440 ; 1,12 ; 0,040 ; 144 ; 221 ; 4,04 ; 6,9 ; 0,9 ; 0,7 ; 6,4 ; 9,5 ; 8,1 ; 0,3 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 3,4 
29-07-2024;RS2-STOCKCR04/SAL; 2.360 ; 0,85 ; 0,050 ; 28 ; 442 ; 0,94 ; 7,3 ; 0,1 ; 0,2 ; 10,6 ; 12,9 ; 11,0 ; 0,5 ; 0,1 ; 1,7 ; 0,0 ; 0,0 ; 0,9 
29-07-2024;RS3-STOCKCR04/SAL; 1.067 ; 0,49 ; 0,060 ; 153 ; 5 ; 9,81 ; 6,8 ; - ; 0,9 ; 10,0 ; 10,9 ; 10,9 ; 0,1 ; 0,5 ; 0,2 ; 0,0 ; 0,0 ; 16,0 
30-07-2024;RS1-STOCKCR04/SAL; 5.612 ; 1,33 ; 0,065 ; 116 ; 310 ; 2,74 ; 7,1 ; 0,4 ; 0,2 ; 11,7 ; 16,0 ; 12,3 ; 0,9 ; 0,2 ; 2,2 ; 0,0 ; 0,0 ; 2,4 
30-07-2024;RS1-SURI/SBH; 39.033 ; 0,63 ; 0,045 ; 107 ; 182 ; 3,43 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
30-07-2024;US1-4365/SME; 8.539 ; 1,15 ; 0,050 ; 10 ; 254 ; 3,42 ; 6,9 ; 0,7 ; 1,3 ; 10,2 ; 13,3 ; 12,2 ; 0,7 ; 0,2 ; 1,9 ; 0,0 ; 0,0 ; 3,6 
31-07-2024;UF7-4165-702-1/SAL; 22.179 ; 1,40 ; 0,055 ; 114 ; 333 ; 2,70 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
31-07-2024;US1-4365/SME; 52.649 ; 1,17 ; 0,050 ; 12 ; 259 ; 3,25 ; 6,9 ; 0,7 ; 1,3 ; 10,2 ; 13,3 ; 12,2 ; 0,7 ; 0,2 ; 1,9 ; 0,0 ; 0,0 ; 3,6 
01-08-2024;RS1-STOCKCR04/SAL; 15.732 ; 1,18 ; 0,050 ; 31 ; 378 ; 1,99 ; 7,1 ; 0,4 ; 0,2 ; 11,7 ; 16,0 ; 12,3 ; 0,9 ; 0,2 ; 2,2 ; 0,0 ; 0,0 ; 2,4 
01-08-2024;RS2-STOCKCR04/SAL; 7.148 ; 0,84 ; 0,040 ; 37 ; 282 ; 2,12 ; 7,3 ; 0,1 ; 0,2 ; 10,6 ; 12,9 ; 11,0 ; 0,5 ; 0,1 ; 1,7 ; 0,0 ; 0,0 ; 0,9 
01-08-2024;UF7-4165-702-1/SAL; 584 ; 1,56 ; 0,040 ; 246 ; 336 ; 3,49 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
01-08-2024;US1-4365/SBH; 17.504 ; 0,53 ; 0,020 ; 33 ; 110 ; 3,68 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,1 ; 0,1 ; 0,2 ; - ; 0,0 ; 1,1 
01-08-2024;US1-4365/SME; 5.358 ; 1,19 ; 0,050 ; 15 ; 266 ; 3,00 ; 6,9 ; 0,7 ; 1,3 ; 10,2 ; 13,3 ; 12,2 ; 0,7 ; 0,2 ; 1,9 ; 0,0 ; 0,0 ; 3,6 
01-08-2024;US1-STOCKKA/SME; 16.700 ; 1,04 ; 0,120 ; 41 ; 247 ; 3,75 ; 6,9 ; 0,7 ; 1,3 ; 10,2 ; 13,3 ; 12,2 ; 0,7 ; 0,2 ; 1,9 ; 0,0 ; 0,0 ; 3,6 
02-08-2024;RS1-STOCKCR04/SAL; 38.672 ; 1,18 ; 0,050 ; 31 ; 378 ; 1,99 ; 7,1 ; 0,4 ; 0,2 ; 11,7 ; 16,0 ; 12,3 ; 0,9 ; 0,2 ; 2,2 ; 0,0 ; 0,0 ; 2,4 
02-08-2024;RS1-SURI/SBH; 9.281 ; 0,62 ; 0,040 ; 56 ; 192 ; 2,70 ; 7,2 ; 2,1 ; 0,9 ; 1,5 ; 6,7 ; 4,6 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
02-08-2024;RS2-STOCKCR04/SAL; 6.956 ; 0,87 ; 0,040 ; 39 ; 282 ; 2,11 ; 7,3 ; 0,1 ; 0,2 ; 10,6 ; 12,9 ; 11,0 ; 0,5 ; 0,1 ; 1,7 ; 0,0 ; 0,0 ; 0,9 
02-08-2024;RS3-STOCKCR04/SAL; 9.319 ; 1,09 ; 0,140 ; 193 ; 6 ; 6,40 ; 6,8 ; - ; 0,9 ; 10,0 ; 10,9 ; 10,9 ; 0,1 ; 0,5 ; 0,2 ; 0,0 ; 0,0 ; 16,0 
02-08-2024;US1-4365/SME; 2.269 ; 1,19 ; 0,050 ; 15 ; 266 ; 3,00 ; 6,9 ; 0,7 ; 1,3 ; 10,2 ; 13,3 ; 12,2 ; 0,7 ; 0,2 ; 1,9 ; 0,0 ; 0,0 ; 3,6 
03-08-2024;RS1-STOCKCR04/SAL; 17.991 ; 1,23 ; 0,059 ; 41 ; 359 ; 2,87 ; 7,1 ; 0,4 ; 0,2 ; 11,7 ; 16,0 ; 12,3 ; 0,9 ; 0,2 ; 2,2 ; 0,0 ; 0,0 ; 2,4 
03-08-2024;RS1-SURI/SBH; 28.496 ; 0,61 ; 0,045 ; 61 ; 192 ; 2,79 ; 7,2 ; 2,1 ; 0,9 ; 1,5 ; 6,7 ; 4,6 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
03-08-2024;RS3-STOCKCR04/SAL; 7.107 ; 1,09 ; 0,140 ; 193 ; 6 ; 6,40 ; 6,8 ; - ; 0,9 ; 10,0 ; 10,9 ; 10,9 ; 0,1 ; 0,5 ; 0,2 ; 0,0 ; 0,0 ; 16,0 
04-08-2024;RS1-STOCKCR04/SAL; 1.908 ; 1,38 ; 0,050 ; 30 ; 322 ; 2,56 ; 7,1 ; 0,4 ; 0,2 ; 11,7 ; 16,0 ; 12,3 ; 0,9 ; 0,2 ; 2,2 ; 0,0 ; 0,0 ; 2,4 
04-08-2024;RS1-SURI/SBH; 32.897 ; 0,62 ; 0,064 ; 70 ; 192 ; 3,18 ; 7,2 ; 2,1 ; 0,9 ; 1,5 ; 6,7 ; 4,6 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
04-08-2024;RS2-STOCKCR04/SAL; 4.511 ; 0,79 ; 0,040 ; 42 ; 264 ; 2,22 ; 7,3 ; 0,1 ; 0,2 ; 10,6 ; 12,9 ; 11,0 ; 0,5 ; 0,1 ; 1,7 ; 0,0 ; 0,0 ; 0,9 
04-08-2024;RS3-STOCKCR04/SAL; 5.317 ; 1,09 ; 0,140 ; 193 ; 6 ; 6,40 ; 6,8 ; - ; 0,9 ; 10,0 ; 10,9 ; 10,9 ; 0,1 ; 0,5 ; 0,2 ; 0,0 ; 0,0 ; 16,0 
05-08-2024;RS1-STOCKCR04/SAL; 5.120 ; 1,30 ; 0,055 ; 21 ; 365 ; 2,51 ; 7,1 ; 0,4 ; 0,2 ; 11,7 ; 16,0 ; 12,3 ; 0,9 ; 0,2 ; 2,2 ; 0,0 ; 0,0 ; 2,4 
05-08-2024;RS1-SURI/SBH; 44.779 ; 0,63 ; 0,061 ; 36 ; 231 ; 2,91 ; 7,2 ; 2,1 ; 0,9 ; 1,5 ; 6,7 ; 4,6 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
05-08-2024;RS3-STOCKCR04/SAL; 608 ; 0,81 ; 0,140 ; 75 ; 5 ; 5,11 ; 6,8 ; - ; 0,9 ; 10,0 ; 10,9 ; 10,9 ; 0,1 ; 0,5 ; 0,2 ; 0,0 ; 0,0 ; 16,0 
06-08-2024;RS1-STOCKCR04/SAL; 14.981 ; 1,25 ; 0,040 ; 21 ; 367 ; 2,22 ; 7,0 ; 0,3 ; 0,4 ; 11,9 ; 15,4 ; 12,5 ; 1,0 ; 0,4 ; 2,0 ; 0,0 ; 0,0 ; 2,1 
06-08-2024;RS1-SURI/SBH; 4.778 ; 0,63 ; 0,050 ; 12 ; 261 ; 3,06 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
06-08-2024;RS2-STOCKCR04/SAL; 4.563 ; 0,79 ; 0,040 ; 42 ; 264 ; 2,22 ; 7,2 ; 0,2 ; 0,1 ; 11,3 ; 14,6 ; 11,6 ; 0,5 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 1,1 
06-08-2024;UF7-4165-702-1/SAL; 6.137 ; 1,29 ; 0,033 ; 104 ; 280 ; 3,78 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - 
07-08-2024;RS1-STOCKCR04/SAL; 5.986 ; 1,27 ; 0,043 ; 23 ; 362 ; 2,13 ; 7,0 ; 0,3 ; 0,4 ; 11,9 ; 15,4 ; 12,5 ; 1,0 ; 0,4 ; 2,0 ; 0,0 ; 0,0 ; 2,1 
07-08-2024;RS1-TAGUA2/SAL; 724 ; 1,12 ; 0,040 ; 144 ; 221 ; 4,04 ; 6,9 ; 0,9 ; 0,7 ; 6,4 ; 9,5 ; 8,1 ; 0,3 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 3,4 
08-08-2024;RS1-PARINAMS/SAL; 869 ; 1,30 ; 0,070 ; 360 ; 3 ; 4,55 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
08-08-2024;RS1-STOCKCR04/SAL; 15.096 ; 1,26 ; 0,040 ; 22 ; 365 ; 2,10 ; 7,0 ; 0,3 ; 0,4 ; 11,9 ; 15,4 ; 12,5 ; 1,0 ; 0,4 ; 2,0 ; 0,0 ; 0,0 ; 2,1 
08-08-2024;RS1-SURI/SBH; 13.321 ; 0,65 ; 0,072 ; 33 ; 233 ; 3,17 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
08-08-2024;RS2-STOCKCR04/SAL; 1.818 ; 0,84 ; 0,050 ; 37 ; 238 ; 2,41 ; 7,2 ; 0,2 ; 0,1 ; 11,3 ; 14,6 ; 11,6 ; 0,5 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 1,1 
08-08-2024;RS3-STOCKCR04/SAL; 557 ; 0,81 ; 0,140 ; 37 ; 238 ; 5,11 ; 6,8 ; - ; 0,9 ; 10,0 ; 10,9 ; 10,9 ; 0,1 ; 0,5 ; 0,2 ; 0,0 ; 0,0 ; 16,0 
09-08-2024;RS1-STOCKCR04/SAL; 16.447 ; 1,24 ; 0,043 ; 55 ; 364 ; 2,02 ; 7,3 ; 0,1 ; 0,4 ; 11,9 ; 16,4 ; 12,4 ; 1,0 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 1,8 
09-08-2024;RS2-STOCKCR04/SAL; 2.736 ; 0,89 ; 0,074 ; 139 ; 108 ; 3,43 ; 7,3 ; 0,2 ; 0,3 ; 10,8 ; 14,6 ; 11,3 ; 0,5 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 1,2 
09-08-2024;RS3-STOCKCR04/SAL; 5.454 ; 0,83 ; 0,147 ; 86 ; 5 ; 5,33 ; 4,7 ; 0,2 ; 0,5 ; 7,2 ; 9,3 ; 8,0 ; 0,6 ; 0,1 ; 1,1 ; 0,0 ; 0,0 ; 2,7 
10-08-2024;RS1-STOCKCR04/SAL; 16.229 ; 1,42 ; 0,063 ; 41 ; 259 ; 2,65 ; 7,3 ; 0,3 ; 0,4 ; 12,0 ; 16,5 ; 12,7 ; 0,9 ; 0,2 ; 1,7 ; 0,0 ; 0,0 ; 1,8 
10-08-2024;RS2-STOCKCR04/SAL; 4.877 ; 0,91 ; 0,031 ; 17 ; 245 ; 1,63 ; 7,1 ; 0,2 ; 0,2 ; 8,8 ; 10,9 ; 9,2 ; 0,3 ; 0,1 ; 1,2 ; 0,0 ; 0,0 ; 1,5 
10-08-2024;RS3-STOCKCR04/SAL; 3.982 ; 0,82 ; 0,144 ; 81 ; 5 ; 5,23 ; 4,7 ; 0,2 ; 0,5 ; 7,2 ; 9,3 ; 8,0 ; 0,6 ; 0,1 ; 1,1 ; 0,0 ; 0,0 ; 2,7 
11-08-2024;RS1-STOCKCR04/SAL; 15.193 ; 1,48 ; 0,066 ; 37 ; 288 ; 2,46 ; 7,3 ; 0,1 ; 0,4 ; 11,9 ; 16,4 ; 12,4 ; 1,0 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 1,8 
11-08-2024;RS1-SURI/SBH; 2.408 ; 0,61 ; 0,050 ; 63 ; 193 ; 2,85 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
11-08-2024;RS2-STOCKCR04/SAL; 4.556 ; 0,84 ; 0,050 ; 37 ; 238 ; 2,41 ; 7,1 ; 0,2 ; 0,2 ; 8,8 ; 10,9 ; 9,2 ; 0,3 ; 0,1 ; 1,2 ; 0,0 ; 0,0 ; 1,5 
11-08-2024;RS3-STOCKCR04/SAL; 1.161 ; 0,82 ; 0,140 ; 81 ; 5 ; 5,23 ; 4,7 ; 0,2 ; 0,5 ; 7,2 ; 9,3 ; 8,0 ; 0,6 ; 0,1 ; 1,1 ; 0,0 ; 0,0 ; 2,7 
12-08-2024;RS1-STOCKCR04/SAL; 13.582 ; 1,26 ; 0,040 ; 22 ; 365 ; 2,10 ; 7,3 ; 0,1 ; 0,4 ; 11,9 ; 16,4 ; 12,4 ; 1,0 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 1,8 
12-08-2024;RS1-SURI/SBH; 26.409 ; 0,61 ; 0,050 ; 63 ; 193 ; 2,85 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
12-08-2024;RS2-STOCKCR04/SAL; 2.137 ; 0,84 ; 0,050 ; 37 ; 238 ; 2,41 ; 7,1 ; 0,2 ; 0,2 ; 8,8 ; 10,9 ; 9,2 ; 0,3 ; 0,1 ; 1,2 ; 0,0 ; 0,0 ; 1,5 
13-08-2024;RS1-STOCKCR04/SAL; 11.939 ; 1,71 ; 0,087 ; 66 ; 293 ; 3,27 ; 7,3 ; 0,1 ; 0,4 ; 11,9 ; 16,4 ; 12,4 ; 1,0 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 1,8 
13-08-2024;RS1-TAGUA2/SAL; 300 ; 1,12 ; 0,041 ; 144 ; 221 ; 4,04 ; 6,9 ; 0,9 ; 0,7 ; 6,5 ; 9,6 ; 8,2 ; 0,3 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 3,4 
13-08-2024;RS2-PARINA/SME; 10.278 ; 0,66 ; 0,120 ; 112 ; 10 ; 3,33 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
13-08-2024;RS2-STOCKCR04/SAL; 4.122 ; 0,91 ; 0,030 ; 17 ; 245 ; 1,63 ; 7,1 ; 0,2 ; 0,2 ; 8,8 ; 10,9 ; 9,2 ; 0,3 ; 0,1 ; 1,2 ; 0,0 ; 0,0 ; 1,5 
14-08-2024;RS1-STOCKCR04/SAL; 19.165 ; 1,71 ; 0,087 ; 66 ; 293 ; 3,27 ; 7,3 ; 0,1 ; 0,4 ; 11,9 ; 16,4 ; 12,4 ; 1,0 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 1,8 
14-08-2024;RS1-SURI/SBH; 18.169 ; 0,61 ; 0,050 ; 63 ; 193 ; 2,85 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
14-08-2024;RS2-PARINA/SME; 1.791 ; 0,66 ; 0,120 ; 112 ; 10 ; 3,33 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
14-08-2024;RS2-STOCKCR04/SAL; 4.084 ; 0,91 ; 0,030 ; 17 ; 245 ; 1,63 ; 7,1 ; 0,2 ; 0,2 ; 8,8 ; 10,9 ; 9,2 ; 0,3 ; 0,1 ; 1,2 ; 0,0 ; 0,0 ; 1,5 
15-08-2024;RS1-STOCKCR04/SAL; 3.704 ; 1,45 ; 0,050 ; 104 ; 361 ; 2,33 ; 7,3 ; 0,1 ; 0,4 ; 11,9 ; 16,4 ; 12,4 ; 1,0 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 1,8 
15-08-2024;RS1-SURI/SBH; 33.867 ; 0,62 ; 0,046 ; 19 ; 251 ; 3,13 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
15-08-2024;RS1-TAGUA2/SAL; 6.046 ; 1,12 ; 0,040 ; 144 ; 221 ; 4,04 ; 6,9 ; 0,9 ; 0,7 ; 6,5 ; 9,6 ; 8,2 ; 0,3 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 3,4 
15-08-2024;RS3-STOCKCR04/SAL; 1.503 ; 0,63 ; 0,070 ; 32 ; 227 ; 3,17 ; 4,7 ; 0,2 ; 0,5 ; 7,2 ; 9,3 ; 8,0 ; 0,6 ; 0,1 ; 1,1 ; 0,0 ; 0,0 ; 2,7 
16-08-2024;RS1-STOCKCR04/SAL; 10.284 ; 1,45 ; 0,050 ; 104 ; 361 ; 2,33 ; 7,3 ; 0,1 ; 0,4 ; 11,9 ; 16,4 ; 12,4 ; 1,0 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 1,8 
16-08-2024;RS1-SURI/SBH; 29.669 ; 0,62 ; 0,046 ; 19 ; 251 ; 3,13 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
16-08-2024;RS2-STOCKCR04/SAL; 1.748 ; 0,91 ; 0,030 ; 17 ; 245 ; 1,63 ; 7,1 ; 0,2 ; 0,2 ; 8,8 ; 10,9 ; 9,2 ; 0,3 ; 0,1 ; 1,2 ; 0,0 ; 0,0 ; 1,5 
16-08-2024;RS3-STOCKCR04/SAL; 277 ; 0,63 ; 0,070 ; 32 ; 227 ; 3,17 ; 4,7 ; 0,2 ; 0,5 ; 7,2 ; 9,3 ; 8,0 ; 0,6 ; 0,1 ; 1,1 ; 0,0 ; 0,0 ; 2,7 
17-08-2024;RS1-STOCKCR04/SAL; 534 ; 1,45 ; 0,050 ; 104 ; 361 ; 2,33 ; 7,3 ; 0,1 ; 0,4 ; 11,9 ; 16,4 ; 12,4 ; 1,0 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 1,8 
17-08-2024;RS1-SURI/SBH; 39.880 ; 0,62 ; 0,046 ; 19 ; 251 ; 3,13 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
17-08-2024;RS2-STOCKCR04/SAL; 5.191 ; 0,91 ; 0,030 ; 17 ; 245 ; 1,63 ; 7,1 ; 0,2 ; 0,2 ; 8,8 ; 10,9 ; 9,2 ; 0,3 ; 0,1 ; 1,2 ; 0,0 ; 0,0 ; 1,5 
17-08-2024;RS3-STOCKCR04/SAL; 539 ; 0,63 ; 0,070 ; 32 ; 227 ; 3,17 ; 4,7 ; 0,2 ; 0,5 ; 7,2 ; 9,3 ; 8,0 ; 0,6 ; 0,1 ; 1,1 ; 0,0 ; 0,0 ; 2,7 
18-08-2024;RS1-STOCKCR04/SAL; 3.244 ; 1,17 ; 0,040 ; 7 ; 343 ; 1,61 ; 7,3 ; 0,1 ; 0,4 ; 11,9 ; 16,4 ; 12,4 ; 1,0 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 1,8 
18-08-2024;RS1-SURI/SBH; 9.321 ; 0,60 ; 0,030 ; 10 ; 303 ; 3,44 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
18-08-2024;RS2-STOCKCR04/SAL; 1.520 ; 0,91 ; 0,030 ; 17 ; 245 ; 1,63 ; 7,1 ; 0,2 ; 0,2 ; 8,8 ; 10,9 ; 9,2 ; 0,3 ; 0,1 ; 1,2 ; 0,0 ; 0,0 ; 1,5 
18-08-2024;RS3-STOCKCR04/SAL; 1.753 ; 0,68 ; 0,070 ; 97 ; 9 ; 4,42 ; 4,7 ; 0,2 ; 0,5 ; 7,2 ; 9,3 ; 8,0 ; 0,6 ; 0,1 ; 1,1 ; 0,0 ; 0,0 ; 2,7 
19-08-2024;RS1-GAVIOTA/SAL; 5.480 ; 1,10 ; 0,150 ; 839 ; 11 ; 6,33 ; 7,3 ; 0,6 ; 0,4 ; 10,3 ; 11,2 ; 11,3 ; 0,0 ; 0,2 ; 0,2 ; 0,0 ; 0,1 ; 5,0 
19-08-2024;RS1-STOCKCR04/SAL; 10.679 ; 1,22 ; 0,039 ; 9 ; 336 ; 1,95 ; 7,3 ; 0,1 ; 0,4 ; 11,9 ; 16,4 ; 12,4 ; 1,0 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 1,8 
19-08-2024;RS1-SURI/SBH; 24.152 ; 0,65 ; 0,030 ; 10 ; 310 ; 3,40 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
19-08-2024;RS2-STOCKCR04/SAL; 10.757 ; 0,81 ; 0,020 ; 11 ; 319 ; 1,25 ; 7,1 ; 0,2 ; 0,2 ; 8,8 ; 10,9 ; 9,2 ; 0,3 ; 0,1 ; 1,2 ; 0,0 ; 0,0 ; 1,5 
20-08-2024;RS1-STOCKCR04/SAL; 835 ; 1,17 ; 0,040 ; 7 ; 343 ; 1,61 ; 7,3 ; 0,1 ; 0,4 ; 11,9 ; 16,4 ; 12,4 ; 1,0 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 1,8 
20-08-2024;RS1-SURI/SBH; 25.820 ; 0,58 ; 0,030 ; 15 ; 266 ; 3,01 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,3 
20-08-2024;RS1-TAGUA2/SAL; 1.459 ; 1,12 ; 0,040 ; 145 ; 221 ; 4,04 ; 6,9 ; 0,9 ; 0,7 ; 6,5 ; 9,6 ; 8,2 ; 0,3 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 3,4 
21-08-2024;RS1-PARINAMS/SBH; 5.092 ; 0,61 ; 0,010 ; 5 ; 1 ; 1,85 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
21-08-2024;RS1-STOCKCR04/SAL; 7.296 ; 1,17 ; 0,040 ; 7 ; 343 ; 1,61 ; 7,3 ; 0,1 ; 0,4 ; 11,9 ; 16,4 ; 12,4 ; 1,0 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 1,8 
21-08-2024;RS1-SURI/SBH; 14.821 ; 0,59 ; 0,023 ; 15 ; 308 ; 3,32 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
21-08-2024;RS1-TAGUA2/SAL; 1.367 ; 1,12 ; 0,040 ; 145 ; 221 ; 4,04 ; 6,9 ; 0,9 ; 0,7 ; 6,5 ; 9,6 ; 8,2 ; 0,3 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 3,4 
22-08-2024;RS1-PARINAMS/SBH; 5.310 ; 0,58 ; 0,010 ; 10 ; 5 ; 1,85 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
22-08-2024;RS1-STOCKCR04/SAL; 5.412 ; 1,33 ; 0,043 ; 11 ; 314 ; 2,18 ; 7,3 ; 0,1 ; 0,4 ; 11,9 ; 16,4 ; 12,4 ; 1,0 ; 0,2 ; 1,6 ; 0,0 ; 0,0 ; 1,8 
22-08-2024;RS1-SURI/SBH; 17.581 ; 0,59 ; 0,027 ; 15 ; 282 ; 3,13 ; 7,2 ; 0,4 ; 0,3 ; 1,5 ; 2,5 ; 2,2 ; 0,0 ; 0,1 ; 0,2 ; 0,0 ; 0,0 ; 1,1 
22-08-2024;RS2-STOCKCR04/SAL; 5.160 ; 0,81 ; 0,020 ; 11 ; 319 ; 1,25 ; 7,1 ; 0,2 ; 0,2 ; 8,8 ; 10,9 ; 9,2 ; 0,3 ; 0,1 ; 1,2 ; 0,0 ; 0,0 ; 1,5 
