Fecha;Nombre Stocks;Tonelaje [Ton];Leyes de Elementos;;;;;pH Natural ;Arcillas;;;;;Sulfuros de Cobre;;;;;Pirita [%]
;;;CuT [%];CuS [%];As [ppm];Mo [ppm];FeT [%];;Pirofilita    [%];Caolinita [%];Illita          [%];Muscovita [%];Suma de Arcillas [%];Bornita   [%];Calcocina [%];Calcopirita [%];Covelina [%];Enargita [%];
16-04-2024;RS1-PARINA/SME; 61.453 ; 0,80 ; 0,040 ; 93 ; 272 ; 3,34 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
16-04-2024;RS1-STOCKCR04/SAL; 15.316 ; 1,16 ; 0,085 ; 44 ; 212 ; 2,29 ; 6,8 ; 0,1 ; 0,1 ; 11,4 ; 14,9 ; 11,5 ; 0,7 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,0 
16-04-2024;RS2-STOCKCR04/SAL; 9.061 ; 0,80 ; 0,040 ; 206 ; 211 ; 3,49 ; 7,3 ; 0,3 ; 0,6 ; 7,5 ; 9,4 ; 8,4 ; 0,1 ; 0,1 ; 1,9 ; 0,0 ; 0,0 ; 3,3 
17-04-2024;RS1-PARINA/SME; 95.707 ; 0,80 ; 0,040 ; 93 ; 272 ; 3,34 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
17-04-2024;RS1-STOCKCR04/SAL; 8.678 ; 1,11 ; 0,058 ; 46 ; 343 ; 2,59 ; 6,8 ; 0,1 ; 0,1 ; 11,4 ; 14,9 ; 11,5 ; 0,7 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,0 
17-04-2024;RS2-STOCKCR04/SAL; 10.916 ; 0,79 ; 0,040 ; 159 ; 358 ; 2,90 ; 7,3 ; 0,3 ; 0,6 ; 7,5 ; 9,4 ; 8,4 ; 0,1 ; 0,1 ; 1,9 ; 0,0 ; 0,0 ; 3,3 
18-04-2024;RS1-PARINA/SME; 105.290 ; 0,80 ; 0,040 ; 93 ; 272 ; 3,34 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
18-04-2024;RS1-STOCKCR04/SAL; 13.436 ; 1,13 ; 0,066 ; 47 ; 364 ; 2,43 ; 6,8 ; 0,1 ; 0,1 ; 11,4 ; 14,9 ; 11,5 ; 0,7 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,0 
19-04-2024;RS1-PARINA/SME; 74.700 ; 0,80 ; 0,038 ; 151 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
19-04-2024;RS1-STOCKCR04/SAL; 14.457 ; 1,24 ; 0,102 ; 34 ; 346 ; 1,82 ; 7,2 ; 0,2 ; 0,4 ; 12,4 ; 16,0 ; 13,1 ; 1,1 ; 0,2 ; 1,0 ; 0,0 ; 0,0 ; 2,2 
19-04-2024;RS2-STOCKCR04/SAL; 13.657 ; 0,79 ; 0,040 ; 55 ; 97 ; 3,76 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,9 ; 7,8 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,3 
20-04-2024;RS1-PARINA/SME; 40.267 ; 0,80 ; 0,038 ; 151 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
21-04-2024;RS1-PARINA/SME; 64.452 ; 0,80 ; 0,038 ; 151 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
22-04-2024;RS1-ALTALEY/SAL; 2.428 ; 1,70 ; 0,040 ; 146 ; 517 ; 1,12 ; 6,8 ; 0,8 ; 1,2 ; 12,2 ; 15,0 ; 14,2 ; 0,7 ; 0,2 ; 1,4 ; 0,0 ; 0,0 ; 8,3 
22-04-2024;RS1-PARINA/SME; 74.543 ; 0,80 ; 0,038 ; 151 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
22-04-2024;RS1-STOCKCR04/SAL; 4.007 ; 1,27 ; 0,080 ; 88 ; 256 ; 4,52 ; 7,2 ; 0,2 ; 0,4 ; 12,4 ; 16,0 ; 13,1 ; 1,1 ; 0,2 ; 1,0 ; 0,0 ; 0,0 ; 2,2 
23-04-2024;RS1-PARINA/SME; 76.362 ; 0,80 ; 0,038 ; 151 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
23-04-2024;RS1-STOCKCR04/SAL; 14.296 ; 1,23 ; 0,078 ; 37 ; 371 ; 1,91 ; 7,2 ; 0,2 ; 0,4 ; 12,4 ; 16,0 ; 13,1 ; 1,1 ; 0,2 ; 1,0 ; 0,0 ; 0,0 ; 2,2 
24-04-2024;RS1-PARINA/SME; 79.925 ; 0,80 ; 0,038 ; 151 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
24-04-2024;RS1-STOCKCR04/SAL; 17.366 ; 1,18 ; 0,053 ; 48 ; 376 ; 2,56 ; 7,2 ; 0,2 ; 0,4 ; 12,4 ; 16,0 ; 13,1 ; 1,1 ; 0,2 ; 1,0 ; 0,0 ; 0,0 ; 2,2 
25-04-2024;RS1-PARINA/SME; 69.804 ; 0,80 ; 0,038 ; 151 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
25-04-2024;RS1-STOCKCR04/SAL; 4.943 ; 1,18 ; 0,060 ; 27 ; 491 ; 2,44 ; 7,2 ; 0,2 ; 0,4 ; 12,4 ; 16,0 ; 13,1 ; 1,1 ; 0,2 ; 1,0 ; 0,0 ; 0,0 ; 2,2 
26-04-2024;RS1-PARINA/SME; 71.634 ; 0,80 ; 0,038 ; 151 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
26-04-2024;RS1-STOCKCR04/SAL; 26.842 ; 1,18 ; 0,060 ; 27 ; 491 ; 2,44 ; 7,2 ; 0,2 ; 0,4 ; 12,4 ; 16,0 ; 13,1 ; 1,1 ; 0,2 ; 1,0 ; 0,0 ; 0,0 ; 2,2 
27-04-2024;RS1-ALTALEY/SAL; 6.257 ; 1,70 ; 0,040 ; 146 ; 517 ; 1,12 ; 6,8 ; 0,8 ; 1,2 ; 12,2 ; 15,0 ; 14,2 ; 0,7 ; 0,2 ; 1,4 ; 0,0 ; 0,0 ; 8,3 
27-04-2024;RS1-GAVIOTA/SAL; 2.850 ; 1,40 ; 0,172 ; 1.155 ; 5 ; 5,81 ; 7,4 ; 0,0 ; 0,3 ; 7,1 ; 9,3 ; 7,4 ; 0,0 ; 0,1 ; 0,1 ; 0,0 ; 0,2 ; 1,9 
27-04-2024;RS1-PARINA/SME; 66.452 ; 0,80 ; 0,038 ; 151 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
27-04-2024;RS1-STOCKCR04/SAL; 8.164 ; 1,18 ; 0,060 ; 27 ; 491 ; 2,44 ; 7,2 ; 0,2 ; 0,4 ; 12,4 ; 16,0 ; 13,1 ; 1,1 ; 0,2 ; 1,0 ; 0,0 ; 0,0 ; 2,2 
27-04-2024;RS2-STOCKCR04/SAL; 4.876 ; 0,80 ; 0,040 ; 55 ; 97 ; 3,76 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,9 ; 7,8 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,3 
28-04-2024;RS1-PARINA/SME; 94.441 ; 0,80 ; 0,038 ; 151 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
28-04-2024;RS1-STOCKCR04/SAL; 8.840 ; 1,24 ; 0,040 ; 19 ; 238 ; 1,69 ; 7,2 ; 0,2 ; 0,4 ; 12,4 ; 16,0 ; 13,1 ; 1,1 ; 0,2 ; 1,0 ; 0,0 ; 0,0 ; 2,2 
29-04-2024;RS1-PARINA/SME; 90.249 ; 0,80 ; 0,038 ; 151 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
29-04-2024;RS1-STOCKCR04/SAL; 8.396 ; 1,24 ; 0,046 ; 13 ; 515 ; 1,20 ; 7,2 ; 0,2 ; 0,4 ; 12,4 ; 16,0 ; 13,1 ; 1,1 ; 0,2 ; 1,0 ; 0,0 ; 0,0 ; 2,2 
29-04-2024;RS2-STOCKCR04/SAL; 2.534 ; 0,80 ; 0,070 ; 253 ; 276 ; 4,25 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,9 ; 7,8 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,3 
30-04-2024;RS1-PARINA/SME; 90.482 ; 0,80 ; 0,038 ; 151 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
30-04-2024;RS1-STOCKCR04/SAL; 3.216 ; 1,18 ; 0,060 ; 27 ; 491 ; 2,44 ; 7,2 ; 0,2 ; 0,4 ; 12,4 ; 16,0 ; 13,1 ; 1,1 ; 0,2 ; 1,0 ; 0,0 ; 0,0 ; 2,2 
30-04-2024;RS2-STOCKCR04/SAL; 19.288 ; 0,80 ; 0,040 ; 55 ; 97 ; 3,76 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,9 ; 7,8 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,3 
01-05-2024;RS1-PARINA/SME; 110.683 ; 0,80 ; 0,038 ; 151 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
01-05-2024;RS1-STOCKCR04/SAL; 6.206 ; 1,19 ; 0,050 ; 14 ; 507 ; 1,25 ; 7,2 ; 0,2 ; 0,4 ; 12,4 ; 16,0 ; 13,1 ; 1,1 ; 0,2 ; 1,0 ; 0,0 ; 0,0 ; 2,2 
01-05-2024;RS2-STOCKCR04/SAL; 13.782 ; 0,80 ; 0,039 ; 307 ; 323 ; 4,25 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,9 ; 7,8 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,3 
02-05-2024;RS1-PARINA/SME; 102.742 ; 0,80 ; 0,038 ; 151 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
02-05-2024;RS1-STOCKCR04/SAL; 5.276 ; 1,13 ; 0,060 ; 27 ; 491 ; 2,44 ; 7,2 ; 0,2 ; 0,4 ; 12,4 ; 16,0 ; 13,1 ; 1,1 ; 0,2 ; 1,0 ; 0,0 ; 0,0 ; 2,2 
02-05-2024;RS2-STOCKCR04/SAL; 19.514 ; 0,80 ; 0,035 ; 453 ; 477 ; 4,36 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,9 ; 7,8 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,3 
03-05-2024;RS1-PARINA/SME; 85.964 ; 0,80 ; 0,038 ; 255 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
04-05-2024;RS1-PARINA/SME; 97.084 ; 0,80 ; 0,038 ; 255 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
04-05-2024;RS1-STOCKCR04/SAL; 9.143 ; 1,25 ; 0,041 ; 60 ; 367 ; 2,04 ; 6,7 ; 0,0 ; 0,1 ; 10,7 ; 13,8 ; 10,7 ; 0,9 ; 0,2 ; 1,4 ; 0,0 ; 0,0 ; 1,0 
04-05-2024;RS2-STOCKCR04/SAL; 1.735 ; 0,79 ; 0,041 ; 125 ; 250 ; 3,33 ; 7,1 ; 0,1 ; 0,5 ; 8,3 ; 10,5 ; 8,8 ; 0,3 ; 0,1 ; 1,9 ; 0,0 ; 0,0 ; 2,4 
05-05-2024;RS1-PARINA/SME; 64.496 ; 0,80 ; 0,038 ; 255 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
05-05-2024;RS1-STOCKCR04/SAL; 4.981 ; 1,25 ; 0,040 ; 60 ; 367 ; 2,04 ; 6,7 ; 0,0 ; 0,1 ; 10,7 ; 13,8 ; 10,7 ; 0,9 ; 0,2 ; 1,4 ; 0,0 ; 0,0 ; 1,0 
05-05-2024;RS2-STOCKCR04/SAL; 12.378 ; 0,79 ; 0,043 ; 194 ; 222 ; 3,03 ; 7,1 ; 0,1 ; 0,5 ; 8,3 ; 10,5 ; 8,8 ; 0,3 ; 0,1 ; 1,9 ; 0,0 ; 0,0 ; 2,4 
06-05-2024;RS1-PARINA/SME; 37.208 ; 0,80 ; 0,038 ; 255 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
06-05-2024;RS1-STOCKCR04/SAL; 11.656 ; 1,25 ; 0,049 ; 45 ; 292 ; 2,19 ; 6,7 ; 0,0 ; 0,1 ; 10,7 ; 13,8 ; 10,7 ; 0,9 ; 0,2 ; 1,4 ; 0,0 ; 0,0 ; 1,0 
06-05-2024;RS2-STOCKCR04/SAL; 13.683 ; 0,79 ; 0,043 ; 207 ; 216 ; 2,97 ; 7,1 ; 0,1 ; 0,5 ; 8,3 ; 10,5 ; 8,8 ; 0,3 ; 0,1 ; 1,9 ; 0,0 ; 0,0 ; 2,4 
07-05-2024;RS1-PARINA/SME; 54.180 ; 0,80 ; 0,040 ; 100 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
07-05-2024;RS1-STOCKCR04/SAL; 18.582 ; 1,22 ; 0,043 ; 55 ; 353 ; 2,18 ; 6,7 ; 0,0 ; 0,1 ; 10,7 ; 13,8 ; 10,7 ; 0,9 ; 0,2 ; 1,4 ; 0,0 ; 0,0 ; 1,0 
08-05-2024;RS1-PARINA/SME; 64.234 ; 0,80 ; 0,040 ; 100 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
08-05-2024;RS1-STOCKCR04/SAL; 3.460 ; 1,15 ; 0,050 ; 44 ; 327 ; 2,46 ; 6,7 ; 0,0 ; 0,1 ; 10,7 ; 13,8 ; 10,7 ; 0,9 ; 0,2 ; 1,4 ; 0,0 ; 0,0 ; 1,0 
09-05-2024;RS1-PARINA/SME; 57.795 ; 0,80 ; 0,040 ; 100 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
09-05-2024;RS1-STOCKCR04/SAL; 9.280 ; 1,09 ; 0,066 ; 25 ; 311 ; 3,26 ; 6,7 ; 0,0 ; 0,1 ; 10,7 ; 13,8 ; 10,7 ; 0,9 ; 0,2 ; 1,4 ; 0,0 ; 0,0 ; 1,0 
09-05-2024;RS2-STOCKCR04/SAL; 4.667 ; 0,80 ; 0,040 ; 139 ; 220 ; 3,35 ; 7,1 ; 0,1 ; 0,5 ; 8,3 ; 10,5 ; 8,8 ; 0,3 ; 0,1 ; 1,9 ; 0,0 ; 0,0 ; 2,4 
09-05-2024;RS3-STOCKCR04/SAL; 772 ; 1,74 ; 0,210 ; 795 ; 6 ; 7,14 ; 6,8 ; - ; 0,9 ; 10,0 ; 10,9 ; 10,9 ; 0,1 ; 0,5 ; 0,2 ; 0,0 ; 0,0 ; 16,0 
10-05-2024;RS1-PARINA/SME; 53.035 ; 0,80 ; 0,040 ; 100 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
10-05-2024;RS1-STOCKCR04/SAL; 12.937 ; 1,09 ; 0,066 ; 25 ; 311 ; 3,26 ; 6,7 ; 0,0 ; 0,1 ; 10,7 ; 13,8 ; 10,7 ; 0,9 ; 0,2 ; 1,4 ; 0,0 ; 0,0 ; 1,0 
10-05-2024;RS2-STOCKCR04/SAL; 13.344 ; 0,80 ; 0,040 ; 139 ; 220 ; 3,35 ; 7,1 ; 0,1 ; 0,5 ; 8,3 ; 10,5 ; 8,8 ; 0,3 ; 0,1 ; 1,9 ; 0,0 ; 0,0 ; 2,4 
10-05-2024;RS3-STOCKCR04/SAL; 1.959 ; 1,74 ; 0,210 ; 795 ; 6 ; 7,14 ; 6,8 ; - ; 0,9 ; 10,0 ; 10,9 ; 10,9 ; 0,1 ; 0,5 ; 0,2 ; 0,0 ; 0,0 ; 16,0 
11-05-2024;RS1-PARINA/SME; 54.024 ; 0,80 ; 0,040 ; 100 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
11-05-2024;RS1-STOCKCR04/SAL; 6.749 ; 1,09 ; 0,066 ; 25 ; 311 ; 3,26 ; 6,7 ; 0,0 ; 0,1 ; 10,7 ; 13,8 ; 10,7 ; 0,9 ; 0,2 ; 1,4 ; 0,0 ; 0,0 ; 1,0 
11-05-2024;RS2-STOCKCR04/SAL; 15.227 ; 0,80 ; 0,040 ; 139 ; 220 ; 3,35 ; 7,1 ; 0,1 ; 0,5 ; 8,3 ; 10,5 ; 8,8 ; 0,3 ; 0,1 ; 1,9 ; 0,0 ; 0,0 ; 2,4 
11-05-2024;RS3-STOCKCR04/SAL; 4.258 ; 1,17 ; 0,210 ; 795 ; 6 ; 7,14 ; 6,8 ; - ; 0,9 ; 10,0 ; 10,9 ; 10,9 ; 0,1 ; 0,5 ; 0,2 ; 0,0 ; 0,0 ; 16,0 
12-05-2024;RS1-PARINA/SME; 64.975 ; 0,80 ; 0,040 ; 100 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
12-05-2024;RS1-STOCKCR04/SAL; 2.466 ; 1,21 ; 0,060 ; 34 ; 402 ; 1,33 ; 6,7 ; 0,0 ; 0,1 ; 10,7 ; 13,8 ; 10,7 ; 0,9 ; 0,2 ; 1,4 ; 0,0 ; 0,0 ; 1,0 
12-05-2024;RS2-STOCKCR04/SAL; 5.549 ; 0,80 ; 0,040 ; 124 ; 210 ; 3,38 ; 7,1 ; 0,1 ; 0,5 ; 8,3 ; 10,5 ; 8,8 ; 0,3 ; 0,1 ; 1,9 ; 0,0 ; 0,0 ; 2,4 
13-05-2024;RS1-PARINA/SME; 72.059 ; 0,80 ; 0,040 ; 100 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
13-05-2024;RS1-STOCKCR04/SAL; 8.114 ; 1,30 ; 0,052 ; 57 ; 268 ; 2,45 ; 6,7 ; 0,0 ; 0,1 ; 10,7 ; 13,8 ; 10,7 ; 0,9 ; 0,2 ; 1,4 ; 0,0 ; 0,0 ; 1,0 
13-05-2024;RS2-STOCKCR04/SAL; 1.665 ; 0,88 ; 0,060 ; 139 ; 335 ; 8,36 ; 7,1 ; 0,1 ; 0,5 ; 8,3 ; 10,5 ; 8,8 ; 0,3 ; 0,1 ; 1,9 ; 0,0 ; 0,0 ; 2,4 
14-05-2024;RS1-PARINA/SME; 56.933 ; 0,80 ; 0,040 ; 100 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
14-05-2024;RS1-STOCKCR04/SAL; 2.412 ; 1,30 ; 0,050 ; 57 ; 268 ; 2,45 ; 6,7 ; 0,0 ; 0,1 ; 10,7 ; 13,8 ; 10,7 ; 0,9 ; 0,2 ; 1,4 ; 0,0 ; 0,0 ; 1,0 
14-05-2024;RS2-STOCKCR04/SAL; 1.834 ; 0,80 ; 0,040 ; 139 ; 220 ; 3,35 ; 7,1 ; 0,1 ; 0,5 ; 8,3 ; 10,5 ; 8,8 ; 0,3 ; 0,1 ; 1,9 ; 0,0 ; 0,0 ; 2,4 
15-05-2024;RS1-PARINA/SME; 42.935 ; 0,80 ; 0,040 ; 100 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
15-05-2024;RS1-STOCKCR04/SAL; 16.276 ; 1,31 ; 0,050 ; 38 ; 302 ; 2,92 ; 6,7 ; 0,0 ; 0,1 ; 10,7 ; 13,8 ; 10,7 ; 0,9 ; 0,2 ; 1,4 ; 0,0 ; 0,0 ; 1,0 
16-05-2024;RS1-PARINA/SME; 47.131 ; 0,80 ; 0,040 ; 100 ; 194 ; 3,42 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
16-05-2024;RS1-STOCKCR04/SAL; 29.018 ; 1,28 ; 0,050 ; 32 ; 303 ; 2,89 ; 6,7 ; 0,0 ; 0,1 ; 10,7 ; 13,8 ; 10,7 ; 0,9 ; 0,2 ; 1,4 ; 0,0 ; 0,0 ; 1,0 
16-05-2024;RS2-STOCKCR04/SAL; 1.408 ; 0,81 ; 0,040 ; 138 ; 240 ; 3,87 ; 7,1 ; 0,1 ; 0,5 ; 8,3 ; 10,5 ; 8,8 ; 0,3 ; 0,1 ; 1,9 ; 0,0 ; 0,0 ; 2,4 
17-05-2024;RS1-PARINA/SME; 2.550 ; 0,80 ; 0,039 ; 185 ; 272 ; 3,34 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
17-05-2024;RS1-STOCKCR04/SAL; 5.261 ; 1,24 ; 0,044 ; 54 ; 268 ; 2,07 ; 7,0 ; 0,1 ; 0,4 ; 11,8 ; 15,5 ; 12,3 ; 1,0 ; 0,2 ; 1,3 ; 0,0 ; 0,0 ; 3,4 
17-05-2024;RS2-STOCKCR04/SAL; 14.009 ; 0,80 ; 0,041 ; 123 ; 221 ; 3,88 ; 7,3 ; 0,2 ; 0,5 ; 8,5 ; 10,7 ; 9,2 ; 0,3 ; 0,1 ; 1,7 ; 0,0 ; 0,0 ; 3,3 
18-05-2024;RS1-PARINA/SME; 13.662 ; 0,80 ; 0,039 ; 185 ; 272 ; 3,34 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
18-05-2024;RS1-STOCKCR04/SAL; 3.415 ; 1,15 ; 0,041 ; 44 ; 300 ; 1,31 ; 7,3 ; 0,1 ; 0,9 ; 11,9 ; 16,2 ; 12,9 ; 0,8 ; 0,1 ; 1,7 ; 0,0 ; 0,0 ; 3,6 
18-05-2024;RS2-STOCKCR04/SAL; 13.979 ; 0,80 ; 0,062 ; 74 ; 169 ; 3,47 ; 7,3 ; 0,2 ; 0,5 ; 8,5 ; 10,7 ; 9,2 ; 0,3 ; 0,1 ; 1,7 ; 0,0 ; 0,0 ; 3,3 
19-05-2024;RS1-PARINA/SME; 18.329 ; 0,80 ; 0,039 ; 185 ; 272 ; 3,34 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
19-05-2024;RS1-STOCKCR04/SAL; 17.148 ; 1,15 ; 0,040 ; 44 ; 300 ; 1,31 ; 7,3 ; 0,1 ; 0,9 ; 11,9 ; 16,2 ; 12,9 ; 0,8 ; 0,1 ; 1,7 ; 0,0 ; 0,0 ; 3,6 
20-05-2024;RS1-PARINA/SME; 43.666 ; 0,80 ; 0,039 ; 185 ; 272 ; 3,34 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
20-05-2024;RS1-STOCKCR04/SAL; 27.869 ; 1,22 ; 0,046 ; 53 ; 301 ; 2,00 ; 7,1 ; 0,0 ; 0,4 ; 11,8 ; 15,7 ; 12,2 ; 0,7 ; 0,1 ; 1,8 ; 0,0 ; 0,0 ; 2,1 
20-05-2024;RS2-STOCKCR04/SAL; 1.582 ; 0,89 ; 0,042 ; 125 ; 234 ; 2,78 ; 7,2 ; 0,3 ; 0,5 ; 8,4 ; 10,6 ; 9,2 ; 0,3 ; 0,1 ; 1,8 ; 0,0 ; 0,0 ; 2,5 
21-05-2024;RS1-PARINA/SME; 35.660 ; 0,80 ; 0,039 ; 185 ; 272 ; 3,34 ; 7,3 ; 0,1 ; 0,5 ; 7,1 ; 8,8 ; 7,7 ; 0,1 ; 0,1 ; 2,0 ; 0,0 ; 0,0 ; 2,4 
21-05-2024;RS1-STOCKCR04/SAL; 15.269 ; 1,20 ; 0,047 ; 50 ; 314 ; 1,96 ; 7,1 ; 0,0 ; 0,4 ; 11,8 ; 15,7 ; 12,2 ; 0,7 ; 0,1 ; 1,8 ; 0,0 ; 0,0 ; 2,1 
